Na1     0.00
Cl-1  -69.00
Br-1  -60.00
Fe3   531.00
La3    96.12
Ce3   135.94
Pr3   153.79
Nd3   167.97
Pm3   168.97
Sm3   161.53
Eu3   170.74
Gd3   158.36
Tb3   180.86
Dy3   161.20
Ho3   187.80
Er3   194.31
Tm3   190.84
Yb3   196.98
Lu3   208.64
